agency_cd,site_no,datetime,tz_cd,discharge,approval_discharge,gage_height,approval_gage
USGS,5331000,42765.13,CST,18100,A,4.68,A
USGS,5331000,42765.14,CST,18400,A,4.68,A
USGS,5331000,42765.15,CST,18700,A,4.68,A
USGS,5331000,42765.16,CST,17900,A,4.69,A
USGS,5331000,42765.17,CST,18000,A,4.69,A
USGS,5331000,42765.18,CST,17900,A,4.7,A
USGS,5331000,42765.19,CST,17700,A,4.7,A
USGS,5331000,42765.20,CST,17900,A,4.68,A
USGS,5331000,42765.21,CST,17400,A,4.69,A
USGS,5331000,42765.22,CST,18400,A,4.68,A
USGS,5331000,42765.23,CST,18000,A,4.7,A
USGS,5331000,42765.24,CST,17700,A,4.68,A
USGS,5331000,42765.25,CST,18400,A,4.69,A
USGS,5331000,42765.26,CST,18300,A,4.69,A
USGS,5331000,42765.27,CST,17500,A,4.68,A
USGS,5331000,42765.28,CST,17900,A,4.69,A
USGS,5331000,42765.29,CST,18200,A,4.69,A
USGS,5331000,42765.30,CST,18200,A,4.68,A
USGS,5331000,42765.31,CST,18100,A,4.67,A
USGS,5331000,42765.32,CST,18800,A,4.67,A
USGS,5331000,42765.33,CST,18600,A,4.67,A
USGS,5331000,42765.34,CST,18400,A,4.67,A
USGS,5331000,42765.35,CST,18800,A,4.67,A
USGS,5331000,42765.36,CST,18300,A,4.66,A
USGS,5331000,42765.38,CST,17800,A,4.66,A
USGS,5331000,42765.39,CST,17800,A,4.68,A
USGS,5331000,42765.40,CST,17900,A,4.68,A
USGS,5331000,42765.41,CST,17700,A,4.67,A
USGS,5331000,42765.42,CST,17800,A,4.67,A
USGS,5331000,42765.43,CST,17400,A,4.67,A
USGS,5331000,42765.44,CST,17400,A,4.66,A
USGS,5331000,42765.45,CST,17400,A,4.66,A
USGS,5331000,42765.46,CST,17300,A,4.67,A
USGS,5331000,42765.47,CST,17300,A,4.66,A
USGS,5331000,42765.48,CST,17500,A,4.66,A
USGS,5331000,42765.49,CST,17100,A,4.68,A
USGS,5331000,42765.50,CST,17300,A,4.67,A
USGS,5331000,42765.51,CST,17000,A,4.67,A
USGS,5331000,42765.52,CST,17300,A,4.66,A
USGS,5331000,42765.53,CST,17100,A,4.66,A
USGS,5331000,42765.54,CST,17100,A,4.65,A
USGS,5331000,42765.55,CST,17200,A,4.65,A
USGS,5331000,42765.56,CST,17100,A,4.66,A
USGS,5331000,42765.57,CST,17400,A,4.63,A
USGS,5331000,42765.58,CST,17500,A,4.65,A
USGS,5331000,42765.59,CST,17400,A,4.63,A
USGS,5331000,42765.60,CST,17400,A,4.62,A
USGS,5331000,42765.61,CST,16900,A,4.62,A
USGS,5331000,42765.63,CST,17400,A,4.61,A
USGS,5331000,42765.64,CST,17600,A,4.6,A
USGS,5331000,42765.65,CST,17800,A,4.59,A
USGS,5331000,42765.66,CST,17400,A,4.59,A
USGS,5331000,42765.67,CST,17800,A,4.59,A
USGS,5331000,42765.68,CST,17400,A,4.58,A
USGS,5331000,42765.69,CST,17000,A,4.58,A
USGS,5331000,42765.70,CST,17500,A,4.57,A
USGS,5331000,42765.71,CST,17400,A,4.57,A
USGS,5331000,42765.72,CST,17100,A,4.56,A
USGS,5331000,42765.73,CST,17300,A,4.54,A
USGS,5331000,42765.74,CST,17600,A,4.55,A
USGS,5331000,42765.75,CST,17600,A,4.55,A
USGS,5331000,42765.76,CST,17300,A,4.55,A
USGS,5331000,42765.77,CST,17300,A,4.54,A
USGS,5331000,42765.78,CST,17100,A,4.55,A
USGS,5331000,42765.79,CST,17700,A,4.53,A
USGS,5331000,42765.80,CST,17800,A,4.52,A
USGS,5331000,42765.81,CST,17500,A,4.51,A
USGS,5331000,42765.82,CST,17700,A,4.51,A
USGS,5331000,42765.83,CST,17700,A,4.52,A
USGS,5331000,42765.84,CST,18000,A,4.51,A
USGS,5331000,42765.85,CST,17700,A,4.51,A
USGS,5331000,42765.86,CST,17800,A,4.5,A
USGS,5331000,42765.88,CST,18000,A,4.51,A
USGS,5331000,42765.89,CST,17500,A,4.5,A
USGS,5331000,42765.90,CST,17700,A,4.52,A
USGS,5331000,42765.91,CST,17700,A,4.51,A
USGS,5331000,42765.92,CST,17700,A,4.49,A
USGS,5331000,42765.93,CST,17700,A,4.5,A
USGS,5331000,42765.94,CST,17600,A,4.51,A
USGS,5331000,42765.95,CST,17500,A,4.51,A
USGS,5331000,42765.96,CST,18100,A,4.5,A
USGS,5331000,42765.97,CST,17700,A,4.5,A
USGS,5331000,42765.98,CST,18000,A,4.5,A
USGS,5331000,42765.99,CST,17500,A,4.5,A
USGS,5331000,42766.00,CST,17900,A,4.5,A
USGS,5331000,42766.01,CST,17700,A,4.5,A
USGS,5331000,42766.02,CST,17500,A,4.5,A
USGS,5331000,42766.03,CST,18200,A,4.51,A
USGS,5331000,42766.04,CST,17800,A,4.5,A
USGS,5331000,42766.05,CST,17700,A,4.5,A
USGS,5331000,42766.06,CST,17900,A,4.48,A
USGS,5331000,42766.07,CST,18300,A,4.49,A
USGS,5331000,42766.08,CST,18200,A,4.5,A
USGS,5331000,42766.09,CST,17900,A,4.49,A
USGS,5331000,42766.10,CST,18300,A,4.5,A
USGS,5331000,42766.11,CST,18200,A,4.51,A
USGS,5331000,42766.13,CST,18200,A,4.49,A
USGS,5331000,42766.14,CST,18700,A,4.49,A
USGS,5331000,42766.15,CST,18400,A,4.48,A
USGS,5331000,42766.16,CST,18500,A,4.5,A
USGS,5331000,42766.17,CST,18200,A,4.48,A
USGS,5331000,42766.18,CST,18400,A,4.48,A
USGS,5331000,42766.19,CST,18100,A,4.48,A
USGS,5331000,42766.20,CST,18300,A,4.48,A
USGS,5331000,42766.21,CST,18300,A,4.48,A
USGS,5331000,42766.22,CST,18200,A,4.49,A
USGS,5331000,42766.23,CST,17900,A,4.49,A
USGS,5331000,42766.24,CST,18000,A,4.5,A
USGS,5331000,42766.25,CST,18300,A,4.48,A
USGS,5331000,42766.26,CST,18400,A,4.49,A
USGS,5331000,42766.27,CST,18400,A,4.49,A
USGS,5331000,42766.28,CST,17900,A,4.48,A
USGS,5331000,42766.29,CST,17900,A,4.47,A
USGS,5331000,42766.30,CST,17600,A,4.48,A
USGS,5331000,42766.31,CST,17600,A,4.47,A
USGS,5331000,42766.32,CST,17700,A,4.47,A
USGS,5331000,42766.33,CST,17700,A,4.46,A
USGS,5331000,42766.34,CST,17000,A,4.47,A
USGS,5331000,42766.35,CST,16700,A,4.43,A
USGS,5331000,42766.36,CST,16900,A,4.42,A
USGS,5331000,42766.38,CST,16900,A,4.41,A
USGS,5331000,42766.39,CST,17200,A,4.42,A
USGS,5331000,42766.40,CST,16800,A,4.41,A
USGS,5331000,42766.41,CST,17200,A,4.43,A
USGS,5331000,42766.42,CST,17200,A,4.42,A
USGS,5331000,42766.43,CST,16900,A,4.41,A
USGS,5331000,42766.44,CST,17000,A,4.4,A
USGS,5331000,42766.45,CST,16700,A,4.4,A
USGS,5331000,42766.46,CST,17400,A,4.4,A
USGS,5331000,42766.47,CST,17300,A,4.4,A
USGS,5331000,42766.48,CST,17400,A,4.4,A
USGS,5331000,42766.49,CST,17400,A,4.41,A
USGS,5331000,42766.50,CST,17600,A,4.4,A
USGS,5331000,42766.51,CST,17700,A,4.4,A
USGS,5331000,42766.52,CST,17600,A,4.4,A
USGS,5331000,42766.53,CST,17500,A,4.4,A
USGS,5331000,42766.54,CST,17500,A,4.4,A
USGS,5331000,42766.55,CST,17600,A,4.4,A
USGS,5331000,42766.56,CST,17600,A,4.41,A
USGS,5331000,42766.57,CST,18000,A,4.41,A
USGS,5331000,42766.58,CST,17500,A,4.44,A
USGS,5331000,42766.59,CST,18400,A,4.46,A
USGS,5331000,42766.60,CST,18000,A,4.46,A
USGS,5331000,42766.61,CST,18500,A,4.46,A
USGS,5331000,42766.63,CST,18300,A,4.45,A
USGS,5331000,42766.64,CST,18000,A,4.45,A
USGS,5331000,42766.65,CST,17500,A,4.46,A
USGS,5331000,42766.66,CST,17600,A,4.45,A
USGS,5331000,42766.67,CST,17800,A,4.44,A
USGS,5331000,42766.68,CST,17600,A,4.45,A
USGS,5331000,42766.69,CST,18000,A,4.45,A
USGS,5331000,42766.70,CST,17900,A,4.45,A
USGS,5331000,42766.71,CST,17400,A,4.45,A
USGS,5331000,42766.72,CST,17500,A,4.45,A
USGS,5331000,42766.73,CST,17600,A,4.44,A
USGS,5331000,42766.74,CST,17000,A,4.44,A
USGS,5331000,42766.75,CST,17800,A,4.43,A
USGS,5331000,42766.76,CST,17200,A,4.43,A
USGS,5331000,42766.77,CST,17200,A,4.43,A
USGS,5331000,42766.78,CST,16900,A,4.43,A
USGS,5331000,42766.79,CST,17200,A,4.42,A
USGS,5331000,42766.80,CST,17200,A,4.43,A
USGS,5331000,42766.81,CST,16700,A,4.42,A
USGS,5331000,42766.82,CST,17200,A,4.41,A
USGS,5331000,42766.83,CST,17400,A,4.42,A
USGS,5331000,42766.84,CST,16700,A,4.41,A
USGS,5331000,42766.85,CST,16900,A,4.41,A
USGS,5331000,42766.86,CST,17400,A,4.41,A
USGS,5331000,42766.88,CST,17600,A,4.4,A
USGS,5331000,42766.89,CST,17100,A,4.41,A
USGS,5331000,42766.90,CST,17100,A,4.4,A
USGS,5331000,42766.91,CST,17400,A,4.4,A
USGS,5331000,42766.92,CST,16900,A,4.4,A
USGS,5331000,42766.93,CST,17200,A,4.41,A
USGS,5331000,42766.94,CST,16900,A,4.4,A
USGS,5331000,42766.95,CST,17100,A,4.4,A
USGS,5331000,42766.96,CST,17200,A,4.39,A
USGS,5331000,42766.97,CST,17100,A,4.4,A
USGS,5331000,42766.98,CST,17100,A,4.4,A
USGS,5331000,42766.99,CST,17100,A,4.41,A
USGS,5331000,42767.00,CST,16900,A,4.4,A
USGS,5331000,42767.01,CST,16900,A,4.4,A
USGS,5331000,42767.02,CST,17100,A,4.4,A
USGS,5331000,42767.03,CST,16800,A,4.39,A
USGS,5331000,42767.04,CST,17000,A,4.4,A
USGS,5331000,42767.05,CST,17100,A,4.39,A
USGS,5331000,42767.06,CST,16600,A,4.39,A
USGS,5331000,42767.07,CST,16700,A,4.38,A
USGS,5331000,42767.08,CST,16600,A,4.38,A
USGS,5331000,42767.09,CST,17000,A,4.37,A
USGS,5331000,42767.10,CST,16600,A,4.38,A
USGS,5331000,42767.11,CST,16600,A,4.38,A
USGS,5331000,42767.13,CST,16800,A,4.39,A
USGS,5331000,42767.14,CST,17000,A,4.38,A
USGS,5331000,42767.15,CST,17200,A,4.36,A
USGS,5331000,42767.16,CST,17400,A,4.37,A
USGS,5331000,42767.17,CST,17500,A,4.33,A
USGS,5331000,42767.18,CST,16700,A,4.35,A
USGS,5331000,42767.19,CST,17100,A,4.34,A
USGS,5331000,42767.20,CST,16600,A,4.34,A
USGS,5331000,42767.21,CST,16700,A,4.32,A
USGS,5331000,42767.22,CST,16700,A,4.34,A
USGS,5331000,42767.23,CST,17000,A,4.34,A
USGS,5331000,42767.24,CST,16600,A,4.34,A
USGS,5331000,42767.25,CST,17000,A,4.31,A
USGS,5331000,42767.26,CST,17300,A,4.32,A
USGS,5331000,42767.27,CST,16900,A,4.32,A
USGS,5331000,42767.28,CST,17100,A,4.32,A
USGS,5331000,42767.29,CST,16800,A,4.31,A
USGS,5331000,42767.30,CST,17000,A,4.31,A
USGS,5331000,42767.31,CST,16900,A,4.29,A
USGS,5331000,42767.32,CST,16800,A,4.3,A
USGS,5331000,42767.33,CST,17000,A,4.31,A
USGS,5331000,42767.34,CST,17000,A,4.31,A
USGS,5331000,42767.35,CST,17100,A,4.29,A
USGS,5331000,42767.36,CST,16900,A,4.3,A
USGS,5331000,42767.38,CST,16700,A,4.29,A
USGS,5331000,42767.39,CST,16800,A,4.31,A
USGS,5331000,42767.40,CST,17000,A,4.3,A
USGS,5331000,42767.41,CST,16500,A,4.31,A
USGS,5331000,42767.42,CST,16900,A,4.3,A
USGS,5331000,42767.43,CST,16700,A,4.3,A
USGS,5331000,42767.44,CST,16500,A,4.3,A
USGS,5331000,42767.45,CST,16500,A,4.3,A
USGS,5331000,42767.46,CST,16700,A,4.29,A
USGS,5331000,42767.47,CST,16700,A,4.3,A
USGS,5331000,42767.48,CST,16200,A,4.26,A
USGS,5331000,42767.49,CST,16000,A,4.25,A
USGS,5331000,42767.50,CST,15800,A,4.24,A
USGS,5331000,42767.51,CST,16400,A,4.25,A
USGS,5331000,42767.52,CST,17000,A,4.29,A
USGS,5331000,42767.53,CST,16800,A,4.3,A
USGS,5331000,42767.54,CST,16400,A,4.32,A
USGS,5331000,42767.55,CST,17200,A,4.3,A
USGS,5331000,42767.56,CST,16700,A,4.3,A
USGS,5331000,42767.57,CST,16800,A,4.3,A
USGS,5331000,42767.58,CST,16700,A,4.3,A
USGS,5331000,42767.59,CST,16300,A,4.3,A
USGS,5331000,42767.60,CST,16500,A,4.29,A
USGS,5331000,42767.61,CST,16200,A,4.31,A
USGS,5331000,42767.63,CST,16800,A,4.32,A
USGS,5331000,42767.64,CST,16700,A,4.32,A
USGS,5331000,42767.65,CST,16600,A,4.33,A
USGS,5331000,42767.66,CST,16600,A,4.33,A
USGS,5331000,42767.67,CST,16500,A,4.32,A
USGS,5331000,42767.68,CST,16100,A,4.33,A
USGS,5331000,42767.69,CST,16200,A,4.34,A
USGS,5331000,42767.70,CST,16600,A,4.33,A
USGS,5331000,42767.71,CST,16600,A,4.33,A
USGS,5331000,42767.72,CST,16300,A,4.33,A
USGS,5331000,42767.73,CST,16200,A,4.32,A
USGS,5331000,42767.74,CST,16200,A,4.32,A
USGS,5331000,42767.75,CST,16200,A,4.3,A
USGS,5331000,42767.76,CST,16000,A,4.29,A
USGS,5331000,42767.77,CST,16200,A,4.29,A
USGS,5331000,42767.78,CST,16000,A,4.29,A
USGS,5331000,42767.79,CST,16800,A,4.29,A
USGS,5331000,42767.80,CST,15900,A,4.29,A
USGS,5331000,42767.81,CST,15900,A,4.29,A
USGS,5331000,42767.82,CST,16400,A,4.28,A
USGS,5331000,42767.83,CST,16500,A,4.29,A
USGS,5331000,42767.84,CST,16000,A,4.27,A
USGS,5331000,42767.85,CST,15800,A,4.28,A
USGS,5331000,42767.86,CST,16500,A,4.28,A
USGS,5331000,42767.88,CST,16000,A,4.29,A
USGS,5331000,42767.89,CST,16200,A,4.27,A
USGS,5331000,42767.90,CST,15600,A,4.27,A
USGS,5331000,42767.91,CST,15800,A,4.27,A
USGS,5331000,42767.92,CST,16000,A,4.26,A
USGS,5331000,42767.93,CST,15500,A,4.28,A
USGS,5331000,42767.94,CST,16100,A,4.26,A
USGS,5331000,42767.95,CST,16200,A,4.27,A
USGS,5331000,42767.96,CST,16400,A,4.26,A
USGS,5331000,42767.97,CST,16100,A,4.27,A
USGS,5331000,42767.98,CST,16700,A,4.26,A
USGS,5331000,42767.99,CST,16400,A,4.28,A
USGS,5331000,42768.00,CST,16200,A,4.26,A
USGS,5331000,42768.01,CST,16000,A,4.26,A
USGS,5331000,42768.02,CST,15500,A,4.25,A
USGS,5331000,42768.03,CST,16100,A,4.24,A
USGS,5331000,42768.04,CST,16100,A,4.25,A
USGS,5331000,42768.05,CST,16300,A,4.25,A
USGS,5331000,42768.06,CST,16300,A,4.26,A
USGS,5331000,42768.07,CST,16600,A,4.25,A
USGS,5331000,42768.08,CST,16100,A,4.24,A
USGS,5331000,42768.09,CST,16100,A,4.24,A
USGS,5331000,42768.10,CST,16100,A,4.24,A
USGS,5331000,42768.11,CST,15800,A,4.23,A
USGS,5331000,42768.13,CST,16000,A,4.21,A
USGS,5331000,42768.14,CST,16000,A,4.2,A
USGS,5331000,42768.15,CST,15900,A,4.19,A
USGS,5331000,42768.16,CST,15300,A,4.18,A
USGS,5331000,42768.17,CST,15600,A,4.17,A
USGS,5331000,42768.18,CST,15300,A,4.17,A
USGS,5331000,42768.19,CST,15200,A,4.17,A
USGS,5331000,42768.20,CST,15400,A,4.16,A
USGS,5331000,42768.21,CST,15700,A,4.16,A
USGS,5331000,42768.22,CST,14900,A,4.15,A
USGS,5331000,42768.23,CST,15600,A,4.16,A
USGS,5331000,42768.24,CST,15200,A,4.15,A
USGS,5331000,42768.25,CST,15100,A,4.15,A
USGS,5331000,42768.26,CST,15000,A,4.13,A
USGS,5331000,42768.27,CST,14600,A,4.15,A
USGS,5331000,42768.28,CST,15100,A,4.14,A
USGS,5331000,42768.29,CST,14900,A,4.14,A
USGS,5331000,42768.30,CST,15100,A,4.14,A
USGS,5331000,42768.31,CST,14800,A,4.14,A
USGS,5331000,42768.32,CST,14600,A,4.13,A
USGS,5331000,42768.33,CST,14800,A,4.13,A
USGS,5331000,42768.34,CST,14400,A,4.14,A
USGS,5331000,42768.35,CST,14400,A,4.12,A
USGS,5331000,42768.36,CST,15000,A,4.12,A
USGS,5331000,42768.38,CST,14300,A,4.13,A
USGS,5331000,42768.39,CST,13900,A,4.09,A
USGS,5331000,42768.40,CST,13300,A,4.08,A
USGS,5331000,42768.41,CST,13200,A,4.06,A
USGS,5331000,42768.42,CST,15000,A,4.12,A
USGS,5331000,42768.43,CST,14400,A,4.13,A
USGS,5331000,42768.44,CST,13600,A,4.13,A
USGS,5331000,42768.45,CST,14300,A,4.13,A
USGS,5331000,42768.46,CST,14600,A,4.15,A
USGS,5331000,42768.47,CST,14300,A,4.14,A
USGS,5331000,42768.48,CST,15100,A,4.16,A
USGS,5331000,42768.49,CST,14900,A,4.16,A
USGS,5331000,42768.50,CST,15000,A,4.17,A
USGS,5331000,42768.51,CST,14700,A,4.2,A
USGS,5331000,42768.52,CST,15000,A,4.19,A
USGS,5331000,42768.53,CST,14900,A,4.22,A
USGS,5331000,42768.54,CST,14400,A,4.23,A
USGS,5331000,42768.55,CST,15300,A,4.25,A
USGS,5331000,42768.56,CST,14900,A,4.25,A
USGS,5331000,42768.57,CST,14400,A,4.25,A
USGS,5331000,42768.58,CST,16000,A,4.25,A
USGS,5331000,42768.59,CST,15700,A,4.26,A
USGS,5331000,42768.60,CST,15200,A,4.28,A
USGS,5331000,42768.61,CST,15700,A,4.27,A
USGS,5331000,42768.63,CST,15400,A,4.3,A
USGS,5331000,42768.64,CST,15400,A,4.33,A
USGS,5331000,42768.65,CST,15400,A,4.32,A
USGS,5331000,42768.66,CST,16000,A,4.34,A
USGS,5331000,42768.67,CST,15900,A,4.35,A
USGS,5331000,42768.68,CST,15400,A,4.32,A
USGS,5331000,42768.69,CST,15700,A,4.36,A
USGS,5331000,42768.70,CST,16000,A,4.37,A
USGS,5331000,42768.71,CST,15900,A,4.38,A
USGS,5331000,42768.72,CST,15600,A,4.38,A
USGS,5331000,42768.73,CST,16500,A,4.38,A
USGS,5331000,42768.74,CST,16300,A,4.4,A
USGS,5331000,42768.75,CST,15900,A,4.4,A
USGS,5331000,42768.76,CST,15900,A,4.41,A
USGS,5331000,42768.77,CST,15900,A,4.4,A
USGS,5331000,42768.78,CST,16800,A,4.43,A
USGS,5331000,42768.79,CST,15900,A,4.42,A
USGS,5331000,42768.80,CST,16100,A,4.43,A
USGS,5331000,42768.81,CST,16300,A,4.43,A
USGS,5331000,42768.82,CST,16500,A,4.44,A
USGS,5331000,42768.83,CST,16100,A,4.45,A
USGS,5331000,42768.84,CST,16000,A,4.44,A
USGS,5331000,42768.85,CST,16300,A,4.44,A
USGS,5331000,42768.86,CST,16700,A,4.44,A
USGS,5331000,42768.88,CST,16900,A,4.44,A
USGS,5331000,42768.89,CST,16900,A,4.44,A
USGS,5331000,42768.90,CST,17200,A,4.44,A
USGS,5331000,42768.91,CST,17400,A,4.42,A
USGS,5331000,42768.92,CST,17600,A,4.44,A
USGS,5331000,42768.93,CST,17200,A,4.42,A
USGS,5331000,42768.94,CST,17400,A,4.42,A
USGS,5331000,42768.95,CST,17100,A,4.41,A
USGS,5331000,42768.96,CST,17200,A,4.42,A
USGS,5331000,42768.97,CST,17400,A,4.42,A
USGS,5331000,42768.98,CST,17400,A,4.42,A
USGS,5331000,42768.99,CST,17100,A,4.41,A
USGS,5331000,42769.00,CST,17400,A,4.42,A
USGS,5331000,42769.01,CST,17400,A,4.41,A
USGS,5331000,42769.02,CST,16200,A,4.41,A
USGS,5331000,42769.03,CST,16000,A,4.41,A
USGS,5331000,42769.04,CST,15500,A,4.41,A
USGS,5331000,42769.05,CST,15900,A,4.41,A
USGS,5331000,42769.06,CST,16000,A,4.41,A
USGS,5331000,42769.07,CST,15800,A,4.41,A
USGS,5331000,42769.08,CST,15900,A,4.4,A
USGS,5331000,42769.09,CST,15600,A,4.42,A
USGS,5331000,42769.10,CST,15900,A,4.42,A
USGS,5331000,42769.11,CST,16000,A,4.42,A
USGS,5331000,42769.13,CST,15200,A,4.43,A
USGS,5331000,42769.14,CST,16200,A,4.43,A
USGS,5331000,42769.15,CST,16500,A,4.44,A
USGS,5331000,42769.16,CST,15500,A,4.44,A
USGS,5331000,42769.17,CST,16500,A,4.45,A
USGS,5331000,42769.18,CST,16200,A,4.46,A
USGS,5331000,42769.19,CST,16000,A,4.46,A
USGS,5331000,42769.20,CST,16400,A,4.47,A
USGS,5331000,42769.21,CST,16100,A,4.48,A
USGS,5331000,42769.22,CST,16200,A,4.47,A
USGS,5331000,42769.23,CST,15500,A,4.49,A
USGS,5331000,42769.24,CST,15900,A,4.49,A
USGS,5331000,42769.25,CST,15800,A,4.5,A
USGS,5331000,42769.26,CST,15600,A,4.51,A
USGS,5331000,42769.27,CST,15900,A,4.51,A
USGS,5331000,42769.28,CST,15600,A,4.53,A
USGS,5331000,42769.29,CST,15600,A,4.53,A
USGS,5331000,42769.30,CST,15600,A,4.54,A
USGS,5331000,42769.31,CST,14900,A,4.54,A
USGS,5331000,42769.32,CST,14700,A,4.46,A
USGS,5331000,42769.33,CST,14600,A,4.45,A
USGS,5331000,42769.34,CST,14800,A,4.45,A
USGS,5331000,42769.35,CST,14300,A,4.46,A
USGS,5331000,42769.36,CST,14600,A,4.49,A
USGS,5331000,42769.38,CST,15000,A,4.51,A
USGS,5331000,42769.39,CST,14800,A,4.52,A
USGS,5331000,42769.40,CST,15100,A,4.52,A
USGS,5331000,42769.41,CST,15300,A,4.52,A
USGS,5331000,42769.42,CST,15000,A,4.53,A
USGS,5331000,42769.43,CST,14900,A,4.54,A
USGS,5331000,42769.44,CST,15100,A,4.55,A
USGS,5331000,42769.45,CST,14600,A,4.56,A
USGS,5331000,42769.46,CST,14700,A,4.57,A
USGS,5331000,42769.47,CST,15500,A,4.59,A
USGS,5331000,42769.48,CST,15900,A,4.63,A
USGS,5331000,42769.49,CST,16500,A,4.65,A
USGS,5331000,42769.50,CST,16300,A,4.66,A
USGS,5331000,42769.51,CST,16000,A,4.66,A
USGS,5331000,42769.52,CST,15700,A,4.67,A
USGS,5331000,42769.53,CST,16700,A,4.68,A
USGS,5331000,42769.54,CST,16600,A,4.73,A
USGS,5331000,42769.55,CST,17000,A,4.75,A
USGS,5331000,42769.56,CST,16800,A,4.77,A
USGS,5331000,42769.57,CST,17000,A,4.78,A
USGS,5331000,42769.58,CST,16700,A,4.79,A
USGS,5331000,42769.59,CST,16200,A,4.79,A
USGS,5331000,42769.60,CST,16400,A,4.78,A
USGS,5331000,42769.61,CST,16400,A,4.79,A
USGS,5331000,42769.63,CST,16200,A,4.81,A
USGS,5331000,42769.64,CST,16700,A,4.82,A
USGS,5331000,42769.65,CST,16700,A,4.83,A
USGS,5331000,42769.66,CST,16900,A,4.83,A
USGS,5331000,42769.67,CST,17100,A,4.84,A
USGS,5331000,42769.68,CST,16900,A,4.85,A
USGS,5331000,42769.69,CST,16900,A,4.87,A
USGS,5331000,42769.70,CST,16400,A,4.88,A
USGS,5331000,42769.71,CST,17100,A,4.88,A
USGS,5331000,42769.72,CST,16600,A,4.89,A
USGS,5331000,42769.73,CST,17000,A,4.9,A
USGS,5331000,42769.74,CST,16900,A,4.9,A
USGS,5331000,42769.75,CST,17300,A,4.9,A
USGS,5331000,42769.76,CST,16900,A,4.92,A
USGS,5331000,42769.77,CST,17000,A,4.91,A
USGS,5331000,42769.78,CST,17400,A,4.91,A
USGS,5331000,42769.79,CST,17200,A,4.9,A
USGS,5331000,42769.80,CST,16800,A,4.91,A
USGS,5331000,42769.81,CST,16800,A,4.92,A
USGS,5331000,42769.82,CST,17300,A,4.91,A
USGS,5331000,42769.83,CST,17000,A,4.92,A
USGS,5331000,42769.84,CST,17300,A,4.91,A
USGS,5331000,42769.85,CST,17400,A,4.92,A
USGS,5331000,42769.86,CST,17300,A,4.93,A
USGS,5331000,42769.88,CST,16700,A,4.93,A
USGS,5331000,42769.89,CST,17200,A,4.93,A
USGS,5331000,42769.90,CST,16900,A,4.93,A
USGS,5331000,42769.91,CST,17100,A,4.93,A
USGS,5331000,42769.92,CST,17300,A,4.94,A
USGS,5331000,42769.93,CST,16800,A,4.94,A
USGS,5331000,42769.94,CST,17100,A,4.94,A
USGS,5331000,42769.95,CST,16900,A,4.94,A
USGS,5331000,42769.96,CST,17500,A,4.95,A
USGS,5331000,42769.97,CST,17800,A,4.94,A
USGS,5331000,42769.98,CST,17600,A,4.96,A
USGS,5331000,42769.99,CST,17600,A,4.94,A
USGS,5331000,42770.00,CST,17800,A,4.94,A
USGS,5331000,42770.01,CST,17600,A,4.95,A
USGS,5331000,42770.02,CST,18300,A,4.95,A
USGS,5331000,42770.03,CST,18400,A,4.95,A
USGS,5331000,42770.04,CST,17900,A,4.96,A
USGS,5331000,42770.05,CST,18000,A,4.96,A
USGS,5331000,42770.06,CST,18400,A,4.96,A
USGS,5331000,42770.07,CST,18500,A,4.97,A
USGS,5331000,42770.08,CST,18100,A,4.97,A
USGS,5331000,42770.09,CST,18000,A,4.97,A
USGS,5331000,42770.10,CST,18500,A,4.97,A
USGS,5331000,42770.11,CST,18400,A,4.98,A
USGS,5331000,42770.13,CST,18300,A,4.97,A
USGS,5331000,42770.14,CST,18500,A,4.98,A
USGS,5331000,42770.15,CST,18900,A,4.98,A
USGS,5331000,42770.16,CST,18700,A,4.98,A
USGS,5331000,42770.17,CST,18500,A,4.99,A
USGS,5331000,42770.18,CST,18500,A,4.99,A
USGS,5331000,42770.19,CST,18200,A,4.99,A
USGS,5331000,42770.20,CST,18200,A,4.99,A
USGS,5331000,42770.21,CST,18000,A,5.01,A
USGS,5331000,42770.22,CST,18200,A,5,A
USGS,5331000,42770.23,CST,18000,A,5.01,A
USGS,5331000,42770.24,CST,18400,A,5,A
USGS,5331000,42770.25,CST,18300,A,5.01,A
USGS,5331000,42770.26,CST,18300,A,5.01,A
USGS,5331000,42770.27,CST,18500,A,5.02,A
USGS,5331000,42770.28,CST,18300,A,5.03,A
USGS,5331000,42770.29,CST,18000,A,5.03,A
USGS,5331000,42770.30,CST,18400,A,5.03,A
USGS,5331000,42770.31,CST,18200,A,5.04,A
USGS,5331000,42770.32,CST,18400,A,5.05,A
USGS,5331000,42770.33,CST,18400,A,5.05,A
USGS,5331000,42770.34,CST,18200,A,5.05,A
USGS,5331000,42770.35,CST,18200,A,5.05,A
USGS,5331000,42770.36,CST,18300,A,5.05,A
USGS,5331000,42770.38,CST,17400,A,5.05,A
USGS,5331000,42770.39,CST,17500,A,5.05,A
USGS,5331000,42770.40,CST,17500,A,5.06,A
USGS,5331000,42770.41,CST,17200,A,5.07,A
USGS,5331000,42770.42,CST,17100,A,5.06,A
USGS,5331000,42770.43,CST,17300,A,5.09,A
USGS,5331000,42770.44,CST,17300,A,5.09,A
USGS,5331000,42770.45,CST,17100,A,5.1,A
USGS,5331000,42770.46,CST,16700,A,5.1,A
USGS,5331000,42770.47,CST,16700,A,5.11,A
USGS,5331000,42770.48,CST,17100,A,5.1,A
USGS,5331000,42770.49,CST,16500,A,5.11,A
USGS,5331000,42770.50,CST,16900,A,5.13,A
